avg_rating,quest_name,type,length,description_num,description_text,game
2.8,Affairs of a Wizard,kill,long,4,"Dead Drop Orders #1\nby Lucien Lachance\n\nI am your superior in the Dark Brotherhood. I have been given a mission by my superiors to perform. It has nothing to do with you personally, but it does involve someone close to me. I must ask you to take care of it.\nCeledaen, a powerful necromancer, is in the process of transforming himself into a lich. He is currently residing in Leafrot Cave. His research has revealed that he has found a way to turn himself into a lich without dying. If he were to succeed, there would be no need for him to return to life as a mortal man.\nIf you find out what he is doing, please kill him before he completes his transformation. You will then find his writings on Hero Hill, which might reveal some weakness in his character. Go to Chorrol, find his written records, and destroy them.",oblivion
2.142857143,Affairs of a Wizard,kill,long,5,"Dead Drop Orders #1\nby Lucien Lachance\n\nI am Lucien Lachance, your superior in the Dark Brotherhood. I have a job for you. It's a delicate matter, but it needs to be done right now.\nIt concerns one of our own, Celedaen. He has been working on something, and we don't know what. We're not sure if he's going to turn into a lich or not, so we need to find out before it happens.\nWe've got to get him to write down everything he does, then see where it leads us. We'll give you another job later. Now, let me tell you about my little project.\nCeledaen has been working on something, and we don't know what. It could be anything - magic, technology, even something as simple as a book. But whatever it is, it needs to be recorded. So I'm sending you to Leafrot Cave. There you'll find a cave full of old sacks, each filled with a different sort of record. Take them all back to Chorrol, and bring them to me when you're finished.\nWhen you're done here, head over to Hero Hill. That's where the other members of the Dark Brotherhood are hiding out. They'll help you find Celedaen.",oblivion
2.0,Affairs of a Wizard,kill,long,6,"Dead Drop Orders #1\nby Lucien Lachance\n\nI have been sent here by my superiors to do what I am not capable of doing myself. I have come to you with a matter of great importance. It concerns one of our most skilled members of the Dark Brotherhood.\nHe has turned himself into a Lich. He has begun to turn himself into a creature of death. We must find out what he has done. If we cannot kill him, then he must be stopped.\nWe need to know if there is any weakness in his body. There may be something we can use against him. I have found it in the Chorrol. A small cave known as Leafrot Cave. In the cave lies a man named Celedaen. He is in the process of turning himself into a Lich. You will find his writings in the Hero Hill. They might help us understand what he has become.\nGo to Chorrol. Search for his written records. Find them and read them. Then return to me.",oblivion
1.6,Affairs of a Wizard,kill,long,7,"Dead Drop Orders #1\nby Lucien Lachance\n\nI am your superior in the Dark Brotherhood. I have been sent here by the Emperor to lead our efforts against the Dark Brotherhood's enemies.\nMy name is Lucien Lachance. You are a Silencer of the Dark Brotherhood? Then you must know what it means to kill. Kill what? What do you mean by kill? It is not easy to kill something which has no life of its own. But if you cannot find proof of some sort of weakness in Celedaen, then we shall see about that.\nYou must go to Chorrol. There is a place there called Leafrot Cave. In the hills is a cave known as Hero Hill. Inside is a small hut where you will find an old sack with a reward inside. Go now!\nBe careful. The people of Chorrol live in fear of the dark Brotherhood. They believe they are all under the control of the Dark Brotherhood. Be careful.",oblivion
1.9,Affairs of a Wizard,kill,long,8,"Dead Drop Orders #1\nby Lucien Lachance\n\nDear friend,\nI am glad you came by my office today. I have been given your name as well as the fact that you are a Silencer of the Dark Brotherhood. You are not only welcome here, but I would ask that you join our ranks.\nYou are one of many, but you are special. Your skills are needed now more than ever.\nWe need someone to infiltrate the stronghold of the enemy, find out what they know about us, and then report back to me.\nMy orders are clear. Kill all those we can find, collect whatever information we can, and return with it to me.\nBe careful, however. If you do not kill them quickly, you will surely become a target yourself. There is no telling how long they might have had you under surveillance.\nIt is also important that you keep your eyes open. They could be watching you. It is best if you remain unseen. As a Silencer, you must always be alert. Keep your head down, stay low, and watch everything you see.\nKeep your mind sharp. Watch for signs of weakness, and strike when you can. Do not let your guard down. In this war against evil, there is nothing worse than being caught off guard.\nIn Chorrol, you will find a small camp known as Leafrot Cave. It is in the hills west of Hero Hill. A few days ago, it was overrun by undead. Now, they are turning themselves into a lich. I fear for the safety of everyone inside.\nThey call him Celedaen. He has been working on turning himself into a lich. He is currently doing so in the Leafrot Cave. His work is almost complete. He is a powerful man, and I fear he will succeed.\nIf you were to get close enough to him, you would find his writings. These are his written records, which may help you learn something about his plans. Search for them in the ruins of the camp.\nWhen you have found them, bring them to me.",oblivion
2.166666667,Affairs of a Wizard,kill,long,9,"Dead Drop Orders #1\nby Lucien Lachance\n\nDear friend,\nI am Lucien Lachance, your superior in the Dark Brotherhood. I have a very special job for you. It has been requested by someone very close to me. You must travel to Chorrol, find out what has happened to Celedaen, and report back to me as soon as possible.\nCeledaen was once one of our greatest agents, but now he has turned into a Lich. He has become a threat to us all. He has turned himself into a lich, and it is only a matter of time before he turns his followers into undead.\nWe need to get rid of him before he does something we cannot prevent. Find out where he has gone, and kill him. If you do not succeed, then I shall have no choice but to put my own life on the line.\nTravel to Chorrol. There is a small town there called Leafrot Cave. Go there, and look for a place known as Hero Hill. There is a large oak tree growing up on top of the hill. Inside the hollowed-out stump of the tree is an old sack filled with the reward and your next contract. Take it to me when you are done.",oblivion
1.76,Affairs of a Wizard,kill,long,10,"Dead Drop Orders #1\nby Lucien Lachance\n\nSilencer of the Dark Brotherhood,\nI have been sent here by my superiors to carry out your orders. I am sorry for the delay in getting here.\nI was given a list of tasks to perform by someone else. It seems that they were not specific enough. My orders were to find out what happened to Celedaen.\nIf you do not mind, I would like to speak with you privately about this matter. You must go to Chorrol and find him. If he is still alive, kill him. If he has turned into a Lich, then kill him again. Do not let him escape.\nMy second order of business is to send you to Hero Hill. There is a large encampment there known as Leafrot Cave. There you will meet up with another assassin named Celedaen. He is in the process of turning himself into a lich. Find his writings and see if you can discover any weaknesses in his character. Then go to Chorrol and deliver them to me.\nI will give you your next contract. Go to Chorrol and find the great oak, hidden in the bushes, and bring it to me.",oblivion
2.1875,The Sunken One,investigate,long,1,"I am Slythe Seringi, and I have been given a dire warning by my people. The Sunken One has returned! He has returned with his followers and has laid waste to our lands!\nWe must act quickly or we will surely perish as well! My people are scattered all over Kvatch. We cannot possibly hope to defeat them all. If you wish to help us, then go to Sandstone Cavern and make your way to Sunken One. Find him there and tell him what has happened.\nMy people are in need of protection now more than ever. You must travel to Anvil, to Chorrol, to Imperial City. These are the places where the Sunken One has made his home. There you shall meet up with He Who Shakes The Ground, who may know how to fight back against the enemy. Tell him that I sent you.",oblivion
1.888888889,The Sunken One,investigate,long,2,"I am Slythe Seringi, and I have been given a mission by my gods. It concerns Kvatch, Anvil, Chorrol, Imperial City.\nIt concerns the Sunken One, who has done nothing but ruin our city for years. He has become a legend among thieves, and it is said that he has stolen more than anyone else in Kvatch. But we have heard that he will one day return to us.\nMy gods have given me another task. To make sure that happens, I must investigate the Sunken One. He is an old, forgotten god. He once ruled over Kvatch, but now his followers do not follow him. They are too busy worshipping He Who Shakes The Ground instead.\nIf I could only convince them to stop worshiping the Sunken One, then perhaps they would listen to reason.\nFind me in Sandstone Cavern. I have gone there to offer an offering to the Sunken One.",oblivion
2.294117647,The Sunken One,investigate,long,3,"I am Slythe Seringi, and I have been sent here by Kvatch to tell you something very bad.\nIt seems that Kvatch has been sacked! It appears that the Sunken One, He Who Shakes The Ground, has taken over Kvatch. He is old, and forgotten, but still powerful. He is the one who destroyed Kvatch.\nHe has also taken over Anvil and Chorrol. He has even taken over Imperial City. Now it falls upon us to do what we can for him. We must go to Sandstone Cavern and offer our prayers to the Sunken One.\nPlease help me. Please save my people.",oblivion
2.071428571,The Sunken One,investigate,long,4,"I am Slythe Seringi, and I have been sent here by my people to tell you something very important.\nIt is time for us to act, or we will surely suffer the consequences. The Sunken One has come back into our lives once again. He has returned as a powerful being who has taken over the Sandstone Cavern.\nHe has also taken control of the He Who Shakes The Ground, which means that he now rules over all of Kvatch. He has also taken control of the Anvil, Chorrol, and Imprerial City. We must act quickly before it is too late.\nFind me at Sandstone Cavern and tell me what you see.",oblivion
2.083333333,The Sunken One,investigate,long,5,"I am Slythe Seringi, and I have been given a mission by my gods. It concerns Kvatch, Anvil, Chorrol, Imperial city... Kvatch, Anvil, Chorrol, Imperial City!\nThey were wrong. They did not heed my warnings. My people were slaughtered like cattle. Now I must go to Sandstone Cavern to make sure no one else suffers as I did.\nMy god, the Sunken One, has been forgotten for centuries. He was once known as He Who Shakes The Ground, but his followers have long since forgotten him. But he still lives on in me. I have heard rumors that he has returned to Kvatch.\nFind me there and tell me what you find.",oblivion
1.647058824,The Sunken One,investigate,long,6,"I am Slythe Seringi. I have been searching for you all these years. You must know who I am?\nMy name is Slythe Seringi. I am a concerned citizen. I have been trying to warn people about the Sunken One, but no one listens. They think it is a joke! It is a terrible thing to do, and my family has suffered greatly as a result.\nYou must go to Kvatch. There is a great city there called Kvatch. There is a great temple to the Sunken One, located at Sandstone Cavern. There is also a great city called Anvil. There is a great temple to He Who Shakes The Ground, located at Chorrol. There is also a great city called Imperial City. All three cities are threatened by the Sunken One.\nGo to Kvatch and tell them what you've learned. Then return to me.",oblivion
1.75,The Sunken One,investigate,long,7,"I am Slythe Seringi, and I have been given the task of investigating the Sunken One. He is a god who once ruled over Kvatch, but now only rules over Anvil, Chorrol, and Imperial City.\nHe has gone into hiding, but I fear for his safety. It seems that the Sunken One has taken refuge with the He Who Shakes The Ground, an ancient, forgotten god. The Sunken One has made it clear that if we do not stop him, he will sack all three cities.\nWe must go to Sandstone Cavern, the offering place of the Sunken One. There, we shall see what we can learn.",oblivion
1.833333333,The Sunken One,investigate,long,8,"I am Slythe Seringi, and I have been given a special mission by my gods. It is my duty to warn all the people of Kvatch, Anvil, Chorrol, Imperial City, and to offer them an offering to the Sunken One, who will surely save us all.\nWe were attacked by the Sunken One. We do not know what it is or where it came from. We do not know how we survived. But we must thank our gods for saving us.\nThe Sunken One is a creature of ancient times. He was once known as the He Who Shakes The Ground, but his worship fell into disuse after the destruction of Kvatch. His name now means nothing more than ""old god.""\nHe is said to dwell at Sandstone Cavern, which is a great city. He has made himself a home there, but he refuses to let anyone else enter. He also refuses to allow any offerings to him. If you wish to help me, you will need to go to Sandstone Cavern and make your way to the offering place. There you will find Slythe Seringi, who will explain everything to you.\nMy thanks to those who helped me with this matter.",oblivion
2.692307692,The Sunken One,investigate,long,9,"I am Slythe Seringi, and I have been sent here by my people to warn you of something. Something terrible. A threat to all of Kvatch.\nA threat to all of Anvil, Chorrol, Imperial City... It comes from the Sunken One, the ancient god who once ruled over Kvatch. He is long dead now, but his followers still roam the land. They are known as the He Who Shakes The Ground.\nThey will destroy everything in their path. If you do nothing, then your city will fall. But if you help me, then we may work together to stop them.\nMy people have told me that there is a group of these Sunken One worshipers at Sandstone Cavern. Find out what they want and tell me.",oblivion
2.133333333,The Sunken One,investigate,long,10,"I am Slythe Seringi, and I have been given a mission by the gods themselves.\nIt is my duty to warn all of Kvatch that the Sunken One, He Who Shakes The Ground, has returned! He has come back as a great evil, and has taken over Kvatch! He has also taken over Anvil, Chorrol, the Imperial City!\nWe must act quickly before we lose everything! My only hope for salvation lies with you, my friend. Find me and tell me what you've learned.\nFind me at Sandstone Cavern. I'll wait there until you return.",oblivion
2.5,Nature's Fury,fetch,short,1,I was searching for something that would help me find my Boots of the Crusader when I met with an untimely end. I'm sorry to have troubled you so.\nMy name is Sir Juncan. You may call me Juncan. I am a ghost of a knight who sought out the Boots of the Crusader. I've been looking for them ever since. It was a long and difficult search.\nI found the Boots of the Crusader near the Imperial City. It was hidden deep within the forest. There were many things I could not do because of my lack of strength. I had to seek out the priests of Kynareth to learn what they knew about the Boots of the Crusader. They told me that the Boots of the Crusader were located at the Shrine of Kynareth. I must go there and recover them.,oblivion
1.6,Nature's Fury,fetch,short,2,"I was searching for the Boots of the Crusader. I had killed many men and women, but none would give me the Boots of the Crusader. So I went looking for it myself.\nI found it... in the great forest west of the Imperial City. It was called the Shrine of Kynareth. There were many priestess of Kynareth there. They told me that they could help me with my quest.\nThey gave me holy boots as a reward.",oblivion
2.333333333,Nature's Fury,fetch,short,3,"I am Sir Juncan, and I have been searching for something very special.\nMy spirit has left my body and gone into search of the Boots of the Crusader. It is said that the Boots of the Crusader are hidden somewhere in the Imperial City. If you find it, then I shall give you the Boots of the Crusader themself.\nYou must go to the Shrine of Kynareth and speak with the priests of Kynareth. They will tell you where the Boots of the Crusader are hidden.",oblivion
2.615384615,Nature's Fury,fetch,short,4,"I was sent here by my goddess Kynareth to seek out the Boots of the Crusader. I have been searching for them for so long... but there has always been someone else who sought them before me.\nYou must go to the Shrine of Kynareth and find the Boots of the Crusader for yourself. It is said that the Boots of the Crusader are hidden within the great forest west of the Imperial City. If you do not recover them, your service as a knight will end.",oblivion
2.416666667,Nature's Fury,fetch,short,5,"I was searching for the Boots of the Crusader when I fell into a deep sleep. It took me years to wake up and realize what had happened. I have been looking for it ever since.\nIt is not easy to find the Boots of the Crusader. There are many who seek their reward, but few know where they lie. You must go to the Shrine of Kynareth. It is west of the Imperial City, on the edge of the Great Forest. There you will meet with the priests of Kynareth. They will give you the Boots of the Crusader.",oblivion
2.357142857,Nature's Fury,fetch,short,6,"I am Sir Juncan, a ghost of a knight who sought out the Boots of the Crusader. I was slain by Kynareth, but she has given me a new life as a spirit of nature.\nMy quest was to seek out the Boots of the Crusader and bring them to my master. I have been unable to do so. I know that you must help me find them.\nTravel west of the Imperial City, into the Great Forest. There, you shall find the Boots of the Crusader. They lie hidden in the ruins of the Shrine of Kynareth. Bring them to me.",oblivion
2.230769231,Nature's Fury,fetch,short,7,"I am Sir Juncan, and I have been dead for many years.\nMy name was Juncan, but my body has long since decayed into dust.\nIn search of the Boots of the Crusader, I traveled far and wide, until I came upon the Imperial City. There I found a priestess named Kynareth. She told me that she could help me find them.\nIf you wish to follow her advice, please go to the Shrine of Kynareth and speak with the priests of Kynareth.",oblivion
1.714285714,Nature's Fury,fetch,short,8,"I am Sir Juncan, and I was sent here by Kynareth herself.\nMy task is simple: seek out the Boots of the Crusader, and return them to her. If you do not, she will punish you with death.\nYou must go to the Shrine of Kynareth, west of the Imperial City, on the edge of the Great Forest. There you will find the priestess of Kynareth, who has been looking for the Boots of the Crusader for many years. She is known as Sir Juncan.\nShe will give you the Boots of the Crusader, which will make your feet strong enough to walk through the forest. It also makes you more attractive to all women.",oblivion
1.75,Nature's Fury,fetch,short,9,"I am Sir Juncan, and I have been searching for you!\nMy name is Juncan. You must find me the Boots of the Crusader. It is my destiny to bring them to you.\nYou must go to the Shrine of Kynareth. There is a priestess named Kynareth who has them. She lives in the west of the Imperial City. Talk with her.",oblivion
1.666666667,Nature's Fury,fetch,short,10,"I was sent here by my patron, Sir Juncan. I am a spirit of the great forest.\nMy patron has given me these holy boots as a reward for your service. They will allow you to pass through the dangerous Shrine of Kynareth and reach the Boots of the Crusader.\nYou must find the Boots of the Crusader. They are located west of the Imperial City, on the edge of the Great Forest. You must also speak with the priests of Kynareth.",oblivion
2.692307692,Spies,kill,long,1,"I am Jauffre, the military commander here at Cloud Ruler. I have been given authority by my superiors to take care of any problem that might arise here at Cloud Ruler.\nMy orders were given to me by the Countess of Bruma. She wants us to do something about these strange people we've been seeing on the roads. We're not sure if it's a group of bandits or something else.\nWe need to get rid of them before someone sees them coming. If anyone sees them, then there will be no one left to protect the city. They could easily slip away into the wilderness.\nYou must go speak with Steffan, the gate guard at Cloud Ruler. He knows more than most about these people. He'll tell you where they are hiding. You'll also want to talk to Captain Burd, the captain of the guard. He may have information as well.",oblivion
2.9,Spies,kill,long,2,"I am Jauffre, military leader here at Cloud Ruler. I've been hearing rumors about strange people coming into our town.\nWe need to find these people before someone else does! We don't want any trouble with the Countess of Bruma, but we do need to get rid of these people.\nYou're going to help us track down these people. You'll go to Cloud Ruler and speak to Steffan, one of the gate guards. He'll tell you what he knows. Then you'll head over to Bruma and speak to Captain Burd, the captain of the guard. Tell him what you found. If there's anything suspicious, let me know.",oblivion
2.8,Spies,kill,long,3,"I am Jauffre, the military commander here at Cloud Ruler. I need you to do something about these strange people we've been seeing on the roads.\nThey're not like us. They don't speak our language or wear our clothes. We must learn more about them if we're going to deal with them.\nWe'll send word to the Countess of Bruma, but she will only have so much power over her soldiers. If we want to get rid of these people, we'll have to go directly to their source.\nGo see Steffan, the gate guard at Cloud Ruler. He knows who these people are and how many there are. Tell him that we have seen strange travelers on the road. Then follow up with Captain Burd, the captain of the guard. Find out what they know.",oblivion
2.785714286,Spies,kill,long,4,"I've been looking into the matter of the strange people who seem to be coming through our gates. I want you to help me track them down.\nThey're not just any strangers. They're the ones that have been spying on us for weeks now. We don't know why they do it, but we need to get rid of them before they learn too much about us.\nIf you could talk to Steffan and Captain Burd, then I'd ask the Countess of Bruma to send her troops over to the Cloud Ruler. That would make things easier.",oblivion
2.333333333,Spies,kill,long,5,"I am Jauffre, the military commander here at Cloud Ruler. I have been given authority by my superiors to deal with any situation that may arise.\nWe have had reports of strange people on the roads for the last few days. We cannot allow our enemies to gather information about us without knowing it ourselves.\nI would ask you to help me locate these suspicious travelers. If we do not take care of them soon, they will surely spread rumors about us among the other soldiers.\nYou must go to Cloud Ruler and speak to Steffan, a young man named Steffan. He has seen the strangers on the road and knows something is wrong. Ask him if he has heard anything unusual.\nGo to Bruma and speak to Captain Burd, a captain of the guard. He is the one responsible for keeping watch over the gates. Ask him if he has seen anything unusual. Then return to me.",oblivion
2.470588235,Spies,kill,long,6,"I've got something I need you to do.\nA group of people have been watching our movements for the last few days. They're not just looking around, either; they seem to be getting closer every night.\nThey must be spies. We don't want that. So we'll get rid of them as quickly as possible.\nWe'll send word to the Countess of Bruma, but she doesn't really care about us right now. She wants to know what these people know.\nYou should go talk with Steffan and Captain Burd. They're both gate guards here at Cloud Ruler. If you ask nicely enough, they might let you pass through the gates. You should also see if anyone else sees anything suspicious.",oblivion
2.333333333,Spies,kill,long,7,"I am Jauffre, the military commander here at Cloud Ruler. I need you to help me track down the spies that have been spying on us for the last few days.\nWe've had reports of strange people on the roads for the past couple of nights. We don't know where they came from or why they're doing it, but we can't let these things continue.\nIf you could get into the city of Bruma and talk with Steffan, Captain Burd, and see if there's anything we can do about it.",oblivion
2.4,Spies,kill,long,8,"I am Jauffre, military leader here at Cloud Ruler. I have been looking into reports that there may be spies operating within our ranks. We must locate these traitors before they do more harm than good!\nWe have been able to trace the reports back to two individuals. One is a man named Steffan, a gate guard stationed at Cloud Ruler. He has seen strange people on the roads for the last few nights. He says he cannot leave Cloud Ruler undefended while his men search the whole mountainside.\nAnother individual we have found is Captain Burd, a captain of the guard. He was sent by the Countess of Bruma to have the guard keep an eye out for strangers. They will need to look everywhere, but it seems they have not yet noticed anything unusual.",oblivion
2.666666667,Spies,kill,long,9,"I am Jauffre, a military leader. I have been sent here by my superiors to lead our forces in the region.\nWe have had reports that strange people are on the roads for the last few nights. We cannot let these people escape without knowing why they are doing it. They must be stopped!\nMy orders are clear - we must stop the enemy before he finds us. But there is more to this than meets the eye. My subordinates have reported seeing strangers on the road for the past several nights.\nThey have not been traveling alone; they seem to be accompanied by others. I cannot allow them to continue their mission unless I know what they are up to.\nYou must go to Cloud Ruler and speak with Steffan, the gate guard. He will tell you everything. Then, go to Bruma and speak with Captain Burd, the captain of the guard. He will give you all the information you need.",oblivion
1.8125,Spies,kill,long,10,"I am Jauffre, a military leader. I am not sure how many people you've heard of me, but I'm one of them.\nMy name is Jauffre. I am a military leader, and I command the forces of Cloud Ruler. My father was a great general in the Imperial Legion. He taught me everything he knew about war. Now that I am a man, I want to lead my own army.\nI need your help with something very personal. It concerns two young men, both of whom I trust implicitly. They are called Steffan and Captain Burd. Both were sent to me by the Countess of Bruma. She wishes to know if there is any truth to the reports of strange visitors on the roads.\nPlease do not tell anyone else about this mission. This is a matter between us alone.",oblivion
1.888888889,Buying a House in Skingrad,other,medium,1,"I'm sorry to bother you with such a small matter, but I've been asked to assist you with something very personal.\nIt seems that your friend Vandorallen Trebatius has taken up residence in our home. He's not here right now, so I'll explain what we're doing and why it needs to happen.\nWe need to sell him out. You must go into Skingrad and purchase his Rosethorn Hall. It's a large manor house just inside the main gate, near the bridge to the chapel. We don't know where he lives yet, but if he does live there, then he'll be evicted.\nYou must pay us 25,000 septims per month as compensation.",oblivion
1.761904762,Buying a House in Skingrad,other,medium,2,"I am Shum gro-Yarug, your butler in service of the count. I'm here to help you with your home purchase.\nWe've got a problem here in Skingrad. A very big one. It concerns Vandorallen Trebatius, our resident male wizard. He's been occupying the Rosethorn Hall for quite some time now. We're not sure what he wants with it, but we need to get rid of him.\nYou'll pay me 25,000 septims to do it. If you don't, I'll have to evict him myself.",oblivion
2.692307692,Buying a House in Skingrad,other,medium,3,"I am Shum gro-Yarug, your butler. I serve the Count of Skingrad, and I also serve you well.\nYou've asked me to help you with something, haven't you? You're going to buy a house! And it has to be a large one. It has to be Rosethorn Hall.\nIt's not as big as you might think. It's a large manor house right here in Skingrad, just inside the main gate, near the bridge to the chapel. It's been vacant for years now, so I'm sure there's someone who wants to move into it.\nIf you could pay 25,00 septims, I'd make sure Vandorallen Trebatius was gone before he even had a chance to get his feet on the ground.",oblivion
1.428571429,Buying a House in Skingrad,other,medium,4,"I'm glad you asked me about buying a house. I'll tell you what. It's going to cost you something like 25,000 septims.\nYou've got to admit it's not bad money. You could probably get yourself a nice little place on the other side of town if you wanted. But I don't think there's much use in that right now.\nWe're moving out of Skingrad. That means we're getting rid of our old home and putting down roots somewhere else. We're moving into a big new house in Skingrad.\nIt's called Rosethorn Hall. It's a large manor house just inside the main gate, near the bridge to the chapel. There's a good reason why it's called that way - it's where the Count lives. He has a lot of people living here already, so he doesn't need another one.\nHe's been having trouble with his son Vandorallen Trebatius lately. He's always had problems with him, but this time it seems worse than ever. He won't even speak to him. It's getting really bad. I know how difficult it must be for your kind to live in a city like this. But I'd rather spend my last few days here than deal with this myself.",oblivion
1.714285714,Buying a House in Skingrad,other,medium,5,"I am Shum gro-Yarug, your butler. I'm here to help you with something.\nYou've asked me about buying a house? Well... it would seem that you're not interested in purchasing one of my services.\nMy name is Shum gro-Yarug. You'll find me working out of Skingrad. It's a city. In the center of town there's a large manor house called Rosethorn Hall. It's currently being used as a residence by a very wealthy family.\nIf you could pay me 25,000 septims, I'd be happy to do whatever it takes to get rid of Vandorallen Trebatius.",oblivion
1.473684211,Buying a House in Skingrad,other,medium,6,"I am Shum gro-Yarug, your butler. I serve you, my lord and master.\nMy lord has been looking for a new home since he was young. He wants to buy a large house in Skingrad. It would make him very happy. But it will cost a great deal of money.\nHe asked me to find someone who could help him with his purchase. He also wanted to know if there were any houses available in Skingrad.\nIt seems that there are many people who wish to buy houses in Skingrad. There is one particular person who wishes to buy a house in Skingrad. That person is Vandorallen Trebatius. He lives here now, but when he is old enough, he will move out. I will have him evicted.\nYou must go to Skingrad and purchase Rosethorn Hall. You will need 25,000 septims.",oblivion
2.266666667,Buying a House in Skingrad,other,medium,7,"I'm glad you're here! I've been waiting for someone like you. You're going to help me out with something big.\nWe need to get rid of one of our tenants. He's a nasty little bastard named Vandorallen Trebatius. He keeps stealing things and getting into trouble. We'll pay him well for it. But he doesn't care about money. He only cares about having his own place.\nSo we're going to move him out of the Rosethorn Hall. It's a good deal.\nYou must go to Skingrad and purchase Rosethorn Hall. It's not far from here. And make sure you bring 25,000 septims when you do.",oblivion
1.916666667,Buying a House in Skingrad,other,medium,8,"I am Shum gro-Yarug, your butler. I serve the Count of Skingrad, and he has asked me to assist you with something very personal.\nYour friend, Vandorallen Trebatius, is currently occupying our Rosethorn Hall. He has been given permission to stay there until further notice. Please help him out.\nHe needs to pay his debts. You may not need to do much more than offer up 25,000 septims.",oblivion
1.913043478,Buying a House in Skingrad,other,medium,9,"I am Shum gro-Yarug, your butler. I serve you well and always look after your needs.\nYou want to buy a house? Well... it isn't easy. It requires money, which you don't have. But if you could find someone who would pay you enough to make it worth my while, I'd do anything to help you.\nIf you were to buy a house with me, you'd get a large house in Skingrad. Just outside the main gate, near the bridge to the chapel. You'll need to provide a little bit of coin, but nothing too heavy.\nNow, I'm not going to lie to you. I've been keeping this place clean, but there are still people living here. They're all family members of Vandorallen Trebatius. He was supposed to move out, but he won't leave. Now he wants his own home. If we don't take him out, he'll kill everyone else.\nHe has already bought a large house nearby. It's called Rosethorn Hall. It's right next door to the main gate. It costs 25,000 septims. That's what he asked for. Don't worry about the taxes. We'll handle them.",oblivion
2.375,Buying a House in Skingrad,other,medium,10,"I'm glad you asked! I've got a problem here at Skingrad. It seems that someone has taken up residence in our Rosethorn Hall.\nSomeone who doesn't deserve it. Someone who hasn't earned it. A person like Vandorallen Trebatius. He's been living there for years now and he's never done anything with his life. But we need to get him out of there before he does something stupid.\nWe'll pay you 25,000 septims to help us do it.",oblivion
1.625,Buying a House in Bravil,other,medium,1,"I have heard rumors about you and your plans to buy a house here in Bravil. I am Count of Bravil, located at Bravil.\nI would like to offer you my services as a buyer. You must first pay me 4,000 gold to complete our bargain.\nMy name is Regulus Terentius. I am a merchant by trade, but I also happen to own a small store on The Fair Deal. My store is called Nilawen's.\nIt specializes in all manner of things. If you need something specific, I'll do it. But if not, I'm sure I can find what you're looking for elsewhere.",oblivion
2.541666667,Buying a House in Bravil,other,medium,2,"I'm sorry to have kept you waiting. I've been busy with my own business and haven't had time to keep up with all your inquiries.\nMy name is Regulus Terentius. I am Count of Bravil, located at Bravil. I'm always happy to help out new traders like yourself.\nIf you're interested in buying a home here in Bravil, I'd be glad to assist you. My friend Nilawen has a store here in The Fair Deal. She sells furnishings.\nYou'll need to pay me 4,000 gold to get into the house. That's what she charges for furnishing homes.",oblivion
1.833333333,Buying a House in Bravil,other,medium,3,"I'm sorry, but I don't have any furniture for sale here. Can you help me?\nMy name is Regulus Terentius, and I am the count of Bravil. My wife, Nilawen, has been selling furnishing supplies out of her store, The Fair Deal, upriver from here. She doesn't have much money, so she needs to sell more.\nYou're going to need to buy my house, 4,000 gold. It's quite humble, but it'll do nicely. There's no one else around. If you want to see what it looks like, just ask.",oblivion
1.733333333,Buying a House in Bravil,other,medium,4,"I'm glad you're here! I've been trying to get ahold of someone who'll sell me a house in Bravil. It's a difficult business and it takes time to find people willing to take on the risk.\nI'd like to offer you something for your trouble. I have a woman named Nilawen working for me. She has a small shop in The Fair Deal. If you could purchase her services, she would give you a home with a little more style than most. You just need to pay her 4,000 gold.",oblivion
1.95,Buying a House in Bravil,other,medium,5,"I'm sorry I haven't been able to get you anything else, but I have something else I'd like to discuss with you.\nYou've heard about my son Nilawen? He has a business here in The Fair Deal and he needs to expand his inventory. He wants to open up a new store, but he doesn't want to do it alone.\nHe's going to need more space. He'll need to add another floor or two. If he does, he'll need to rent out the second floor. But there's no money in it for him. So I thought I'd give you a deal. You help me acquire a house in Bravil. I'll put you to work building furniture and furnishing. It won't take long.\nIf you're interested, just pay me 4,000 gold.",oblivion
2.37037037,Buying a House in Bravil,other,medium,6,"I'm going to give you something I've been wanting to do for quite some time... but haven't had the chance. I'd like to introduce you to my friend Nilawen.\nShe's a very nice woman who has a small shop on The Fair Deal. She does a great deal of business with us and we have good relations. If you ever need anything from her, just ask.\nYou'll get your house in Bravil for only 4,000 gold. It won't look much different than it did when you bought it, but it will be yours.",oblivion
2.333333333,Buying a House in Bravil,other,medium,7,"I'm glad you're here! I have something I'd like to discuss with you.\nA man named Nilawen has been selling furniture and other goods in The Fair Deal for years now. He also runs a small store, Nilawen's. It's quite successful, but it doesn't make him very rich.\nHe's always wanted to expand his business, so he set up shop in Bravil. He has a little shack on the edge of town, just across the canal. You could buy it for 4,000 gold, and renovate it into your own home. It would look rather nice.",oblivion
